100000 2 5
1 0.08692433 0.27081943 3
2 0.08690829 0.2707908 3
3 0.08699334 0.27081072 3
4 0.08697903 0.27072492 3
5 0.086988576 0.2708146 3
6 0.08690658 0.2707268 3
7 0.086963855 0.27080855 3
8 0.087012604 0.2706135 3
9 0.08700574 0.27089047 3
10 0.08697064 0.27070358 3
11 0.08692972 0.2707178 3
12 0.087005906 0.27087522 3
13 0.08697859 0.27084833 3
14 0.70938426 0.8124724 6
15 0.709361 0.81220555 6
16 0.7088589 0.81219906 6
17 0.7090316 0.8125364 6
18 0.70925 0.81259423 6
19 0.7094207 0.8121519 6
20 0.7092806 0.8121844 6
21 0.70914006 0.8124105 6
22 0.70916134 0.81260127 6
23 0.7093998 0.8124736 6
24 0.7089913 0.81262475 6
25 0.7087886 0.8124393 6
26 0.7087171 0.81276023 6
27 0.13963632 0.49356896 3
28 0.13963972 0.49383575 3
29 0.13966662 0.49376303 3
30 0.1396662 0.49368668 3
31 0.13965124 0.49348778 3
32 0.13960879 0.49376 3
33 0.13954985 0.4936743 3
34 0.13960016 0.4935398 3
35 0.13959223 0.493506 3
36 0.1396634 0.4935181 3
37 0.13965867 0.49381733 3
38 0.13966957 0.49385962 3
39 0.13954768 0.49383083 3
40 0.5769001 0.80686814 6
41 0.5770348 0.8070193 6
42 0.5766979 0.8067253 6
43 0.5767351 0.8068087 6
44 0.57684386 0.80655414 6
45 0.57675225 0.80678916 6
46 0.57669425 0.8072068 6
47 0.5768769 0.8070011 6
48 0.5770625 0.8064505 6
49 0.5766826 0.8064065 6
50 0.57706165 0.8072548 6
51 0.5766338 0.80677754 6
52 0.57657844 0.8069212 6
53 0.4616662 0.08403302 4
54 0.461265 0.08411872 4
55 0.46146825 0.08407875 4
56 0.46139133 0.08409639 4
57 0.4614179 0.08410065 4
58 0.4613023 0.08407865 4
59 0.46142632 0.08406317 4
60 0.4614827 0.08402388 4
61 0.46136856 0.084081545 4
62 0.46164244 0.08402096 4
63 0.4612449 0.08401812 4
64 0.46158814 0.084109426 4
65 0.46141645 0.08400154 4
66 0.13903761 0.61517626 1
67 0.1390434 0.6152881 1
68 0.13909084 0.61529815 1
69 0.13907714 0.61570334 1
70 0.13901775 0.6157433 1
71 0.13902141 0.61517626 1
72 0.13905242 0.6153651 1
73 0.13904382 0.6156726 1
74 0.13894805 0.615491 1
75 0.13897507 0.6152341 1
76 0.13895077 0.6155606 1
77 0.13903508 0.61557037 1
78 0.13894567 0.6155703 1
79 0.15399058 0.11444444 3
80 0.15401827 0.11432523 3
81 0.15386018 0.114307836 3
82 0.15400349 0.11435939 3
83 0.1539156 0.11443687 3
84 0.15389799 0.114375666 3
85 0.153995 0.11432326 3
86 0.1540051 0.11434872 3
87 0.15390155 0.11436716 3
88 0.15402968 0.11435896 3
89 0.15391086 0.114405595 3
90 0.15387951 0.114467636 3
91 0.1538592 0.114435315 3
92 0.16800348 0.086987235 3
93 0.16798986 0.0870355 3
94 0.167943 0.0870336 3
95 0.1679677 0.08698839 3
96 0.16791758 0.08709456 3
97 0.16798961 0.087066285 3
98 0.1680358 0.08701852 3
99 0.1679575 0.087022185 3
100 0.16788429 0.08705758 3
101 0.16797502 0.087091416 3
102 0.16801074 0.08699919 3
103 0.1678554 0.08707773 3
104 0.16786979 0.086989775 3
105 0.5485972 0.18387453 4
106 0.5486896 0.18384674 4
107 0.5490528 0.18387303 4
108 0.54858243 0.18384323 4
109 0.5489305 0.18367259 4
110 0.54906523 0.18379436 4
111 0.5485774 0.18379098 4
112 0.5489957 0.18372169 4
113 0.548785 0.18369578 4
114 0.5486742 0.18373676 4
115 0.5485935 0.18384685 4
116 0.5487222 0.18364757 4
117 0.5486793 0.18362693 4
118 0.42148983 0.53626823 5
119 0.42115146 0.5360658 5
120 0.42148316 0.53604615 5
121 0.42114598 0.53611755 5
122 0.42120883 0.5359922 5
123 0.42113855 0.5361803 5
124 0.4212132 0.5361878 5
125 0.42145526 0.536103 5
126 0.42146865 0.5360346 5
127 0.4213317 0.53620166 5
128 0.42130148 0.5364423 5
129 0.4213911 0.5361193 5
130 0.42108256 0.53595936 5
131 0.20748188 0.3214129 5
132 0.20742002 0.32145283 5
133 0.20748697 0.32153413 5
134 0.20754288 0.32162848 5
135 0.20751022 0.3214087 5
136 0.20737505 0.32146546 5
137 0.20744826 0.321767 5
138 0.20741601 0.32158434 5
139 0.2074668 0.3214869 5
140 0.20756072 0.32173842 5
141 0.20748547 0.32175735 5
142 0.20736842 0.32140538 5
143 0.20740378 0.3216505 5
144 0.30540183 0.37380674 3
145 0.30544543 0.37382767 3
